Date,Name,Year,Letterboxd URI,Rating
2026-02-24,Meiyazhagan,2024,https://boxd.it/GYue,5
2026-02-24,Gone Girl,2014,https://boxd.it/6hQu,3.5
2026-02-28,Train Dreams,2025,https://boxd.it/LdDo,4
2026-02-28,#Single,2025,https://boxd.it/SRge,2.5
2026-02-28,Naari Naari Naduma Murari,2026,https://boxd.it/Suhy,2
2026-02-28,Samajavaragamana,2023,https://boxd.it/D0xG,2.5
2026-02-28,Om Bheem Bush,2024,https://boxd.it/LxjI,1.5
2026-02-28,Raja Raja Chora,2021,https://boxd.it/udD0,4
2026-02-28,Swag,2024,https://boxd.it/LHmM,4
2026-02-28,Gaali Sampath,2021,https://boxd.it/tYUg,1.5
2026-02-28,Appatlo Okadundevadu,2016,https://boxd.it/fpBq,4
2026-02-28,The Great Pre-Wedding Show,2025,https://boxd.it/YHQe,3
2026-02-28,Dragon,2025,https://boxd.it/Mxns,3.5
2026-02-28,Kaantha,2025,https://boxd.it/LChi,3.5
2026-02-28,Little Hearts,2025,https://boxd.it/TjjA,4
2026-02-28,Kingdom,2025,https://boxd.it/GxLi,2
2026-02-28,They Call Him OG,2025,https://boxd.it/EQYc,1
2026-02-28,Andhra King Taluka,2025,https://boxd.it/S8ts,2.5
2026-02-28,Dude,2025,https://boxd.it/OqFe,3
2026-02-28,Mirai,2025,https://boxd.it/KpAk,2
2026-02-28,Sankranthiki Vasthunam,2025,https://boxd.it/R9Dc,2.5
2026-02-28,Court: State vs. A Nobody,2025,https://boxd.it/SHmm,3.5
2026-02-28,Kuberaa,2025,https://boxd.it/IpbA,2.5
2026-02-28,Daaku Maharaaj,2025,https://boxd.it/JC7y,3
2026-02-28,Mazaka,2025,https://boxd.it/SvLY,2
2026-02-28,Subham,2025,https://boxd.it/TEZi,3
2026-02-28,Uppu Kappurambu,2025,https://boxd.it/M7rS,3
2026-02-28,Paradha,2025,https://boxd.it/MR6c,3
2026-02-28,Dhandoraa,2025,https://boxd.it/ZE52,3
2026-03-07,KPop Demon Hunters,2025,https://boxd.it/ufwK,4
2026-03-07,Warfare,2025,https://boxd.it/LbRo,4
2026-03-07,Lilo & Stitch,2025,https://boxd.it/kbUe,3.5
2026-03-07,Now You See Me 2,2016,https://boxd.it/99fw,3
2026-03-07,Now You See Me: Now You Don't,2025,https://boxd.it/f3i2,2.5
2026-03-07,Kantara - A Legend: Chapter 1,2025,https://boxd.it/EZaq,4
2026-03-07,Eko,2025,https://boxd.it/EuuY,4.5
2026-03-07,Retro,2025,https://boxd.it/MfqS,2.5
2026-03-07,Sarvam Maya,2025,https://boxd.it/UEUa,3
2026-03-07,Bison Kaalamaadan,2025,https://boxd.it/LUUW,4
2026-03-07,Diés Iraé,2025,https://boxd.it/RKam,2.5
2026-03-07,Padakkalam,2025,https://boxd.it/LFSQ,3.5
2026-03-07,Madharaasi,2025,https://boxd.it/Nu7S,2
2026-03-07,HIT: The Third Case,2025,https://boxd.it/E7vu,2.5
2026-03-07,Maareesan,2025,https://boxd.it/CEwQ,3
2026-03-07,Sirai,2025,https://boxd.it/Veui,4
2026-03-07,Veera Dheera Sooran: Part 2,2025,https://boxd.it/JsRc,4
2026-03-07,Haq,2025,https://boxd.it/SulU,3.5
2026-03-07,Sitaare Zameen Par,2025,https://boxd.it/Ja4m,3.5
2026-03-07,Idli Kadai,2025,https://boxd.it/Oxi2,2.5
2026-03-07,Officer on Duty,2025,https://boxd.it/MSnS,2
2026-03-07,Rekhachithram,2025,https://boxd.it/NfZ6,3
2026-03-07,Game Changer,2025,https://boxd.it/uzQg,1.5
2026-03-09,Good Time,2017,https://boxd.it/fcFu,5
2026-03-09,Marty Supreme,2025,https://boxd.it/Off0,4
2026-03-10,Bao,2018,https://boxd.it/iEl4,5
2026-03-10,Piper,2016,https://boxd.it/dZaG,4
2026-03-10,Geri's Game,1997,https://boxd.it/1P6U,4
2026-03-10,For the Birds,2000,https://boxd.it/1P6K,4
2026-03-10,Kitbull,2019,https://boxd.it/l4MY,5
2026-03-10,Lava,2014,https://boxd.it/8S9G,4
2026-03-10,Day & Night,2010,https://boxd.it/11kM,4
2026-03-10,Ciao Alberto,2021,https://boxd.it/x4F8,3
2026-03-10,Luxo Jr.,1986,https://boxd.it/1P7y,4
2026-03-10,Purl,2018,https://boxd.it/jomC,4
2026-03-10,Tin Toy,1988,https://boxd.it/1P7e,4
2026-03-10,Lou,2017,https://boxd.it/fntk,4.5
2026-03-10,Lamp Life,2020,https://boxd.it/lTYG,3.5
2026-03-22,Dhurandhar The Revenge,2026,https://boxd.it/Z0Uu,4
2026-03-24,Stranger Than Fiction,2006,https://boxd.it/28Za,4
2026-03-30,Send Help,2026,https://boxd.it/JuhA,3
2026-04-02,Project Hail Mary,2026,https://boxd.it/pEeQ,4.5
2026-04-02,Exit 8,2025,https://boxd.it/S9Kk,3
2026-04-04,No Other Choice,2025,https://boxd.it/nKiA,3.5
